duration,protocol,service,flag,src_bytes,dst_bytes,count,srv_count,dst_host_count,attack_type
6429,icmp,snmp,REJ,3471,716,17,27,70,Infiltration
6821,icmp,irc,RSTO,1620,2887,49,5,95,Normal
9179,smtp,http,REJ,384,192,79,69,99,BruteForce
6534,icmp,http,SF,611,730,39,39,159,Normal
1450,smtp,ftp,RSTR,172,37,92,99,233,BruteForce
9728,dns,ftp,S0,3608,1671,25,44,31,Normal
1348,ftp,http,SF,1017,2394,72,59,99,Botnet
9559,udp,dns,RSTO,4130,3383,52,42,1,Normal
5282,dns,ftp,RSTR,3139,2613,54,52,137,Normal
7,udp,dns,RSTR,14697,76,73,86,239,DoS
3177,http,ssh,RSTO,3853,3664,95,83,220,Normal
686,icmp,snmp,SH,2499,2699,98,52,53,Botnet
1704,dns,http,SH,2680,2541,59,70,80,Botnet
3381,icmp,smtp,REJ,3818,4880,30,39,122,Infiltration
57,ftp,ssh,S0,6488,93,73,90,151,DoS
3053,dns,ssh,OTH,1100,2220,32,9,7,Normal
3506,udp,irc,REJ,3847,4989,75,44,221,Normal
4538,udp,telnet,RSTO,2685,22,91,87,119,Normal
34,http,snmp,REJ,13059,39,94,98,57,DoS
51,http,snmp,S0,14441,11,72,80,173,DoS
8079,https,ssh,RSTO,4432,2828,32,10,194,Normal
7585,icmp,ftp,S0,3740,3463,96,86,190,Normal
9414,tcp,telnet,SH,2905,3438,0,75,162,Normal
9133,ftp,irc,SH,2982,2222,5,66,153,Normal
536,icmp,irc,SF,1805,3818,53,94,217,Botnet
6084,https,snmp,OTH,1512,4733,2,41,38,Normal
4294,smtp,dns,RSTR,161,82,89,72,219,BruteForce
1604,udp,http,RSTR,1702,242,53,23,179,Normal
4335,ftp,dns,S0,861,3941,84,24,57,Normal
2235,https,ftp,SF,150,3931,46,23,4,Normal
4591,dns,dns,SH,1332,4884,86,4,101,Normal
5723,http,snmp,S0,479,96,55,90,246,BruteForce
2424,smtp,irc,RSTO,1085,3823,19,13,214,Normal
4314,udp,telnet,REJ,3337,3192,44,53,136,Normal
2833,dns,ftp,SH,2135,176,24,95,219,Normal
5656,tcp,http,RSTR,5385,5561,46,18,91,Infiltration
1397,tcp,ftp,SH,2579,1846,81,7,168,Normal
7071,ftp,snmp,RSTO,2840,1258,13,72,103,Normal
4238,https,irc,REJ,3706,972,22,24,168,Normal
127,icmp,dns,REJ,1710,780,26,34,140,WebAttack
8275,ftp,http,SH,1274,4861,64,14,102,Normal
1778,udp,snmp,RSTR,1262,2814,20,5,69,Normal
7121,http,dns,RSTO,2517,4922,28,45,137,Normal
1752,http,ssh,OTH,107,180,89,75,193,BruteForce
20,tcp,irc,RSTO,12408,39,97,94,33,DoS
7466,https,smtp,OTH,4625,3190,78,16,185,Normal
9325,dns,dns,S0,2841,3780,41,11,25,Normal
2230,https,ftp,RSTR,1598,4689,43,6,122,Infiltration
5531,icmp,snmp,SF,2811,2996,38,14,50,Infiltration
5316,dns,telnet,REJ,3827,3352,95,57,218,Normal
2704,udp,smtp,RSTR,356,2920,86,93,125,Normal
68,ftp,http,SH,14668,54,79,98,7,DoS
4727,https,irc,SF,921,2403,37,58,38,Normal
9279,ftp,irc,SF,2596,2853,33,40,174,Normal
2098,ftp,dns,RSTO,967,2399,69,28,182,Normal
3919,ftp,telnet,RSTO,2726,4221,82,46,4,Normal
4088,udp,smtp,RSTR,4845,3613,9,20,78,Infiltration
7008,ftp,irc,S0,552,295,24,10,36,Infiltration
9612,dns,telnet,RSTO,2440,351,41,93,75,Normal
3489,udp,ftp,REJ,2271,2878,43,40,117,Normal
79,icmp,ssh,RSTO,10770,65,72,85,69,DoS
5726,https,http,OTH,3319,3105,80,94,157,Normal
3198,http,ftp,SF,2077,1968,45,2,159,Normal
3632,icmp,telnet,RSTR,1424,245,79,34,170,Normal
9784,tcp,snmp,OTH,4209,3986,39,64,60,Normal
2198,smtp,snmp,RSTR,4049,1158,67,73,132,Normal
1069,icmp,telnet,RSTO,4960,1527,45,31,124,Normal
233,dns,telnet,SH,4906,2620,55,66,191,Normal
1229,http,telnet,OTH,2252,3741,41,89,76,Botnet
3233,icmp,dns,S0,3979,741,18,82,156,Normal
7741,https,irc,OTH,2574,3123,90,80,186,Normal
52,ftp,dns,S0,8047,1,95,70,119,DoS
427,tcp,ftp,SF,327,3506,84,60,192,Normal
2978,http,dns,S0,4552,3316,67,59,56,Normal
955,udp,smtp,S0,527,973,22,31,238,WebAttack
5476,https,telnet,RSTR,390,3542,66,17,152,Normal
1285,smtp,http,S0,4742,289,14,73,64,Normal
3088,https,irc,OTH,4828,1843,93,52,110,Normal
2484,http,snmp,SF,140,85,51,81,83,BruteForce
1340,udp,ssh,SH,1836,3903,51,91,73,Botnet
4282,udp,ssh,SH,429,126,94,94,16,BruteForce
19,icmp,dns,SH,7139,22,95,91,196,DoS
1794,dns,smtp,SF,3837,2604,82,40,131,Botnet
7238,dns,irc,OTH,2088,1239,25,25,91,Infiltration
1487,ftp,http,SF,118,69,98,74,68,BruteForce
1266,tcp,ftp,SH,436,1082,32,25,131,Normal
1501,icmp,snmp,SH,3726,1357,43,55,54,Botnet
3387,tcp,dns,SF,1551,1029,30,15,147,Normal
3192,dns,ftp,RSTR,4058,642,33,50,66,Normal
43,udp,dns,REJ,7409,92,73,75,225,DoS
9221,smtp,irc,OTH,775,2889,42,27,181,Normal
857,udp,http,S0,3564,2685,53,42,130,Botnet
1941,tcp,irc,SH,1647,1156,76,82,112,Botnet
9884,ftp,irc,SH,3928,4872,23,83,28,Normal
8972,smtp,http,SH,220,2199,35,26,227,Normal
6849,icmp,dns,RSTO,2250,367,60,52,145,Normal
309,dns,snmp,SF,839,368,49,39,21,WebAttack
3060,https,irc,SH,939,4252,65,55,141,Normal
26,http,ftp,RSTR,7366,2,99,71,102,DoS
9694,http,snmp,SH,3878,1265,95,55,117,Normal
816,dns,telnet,SH,2895,2990,45,44,7,Botnet
2441,smtp,ftp,REJ,4091,1454,11,74,174,Normal
1005,tcp,ssh,RSTO,3854,2558,76,77,57,Botnet
1372,ftp,smtp,RSTR,1332,209,27,40,207,Normal
7465,udp,http,SF,4845,3420,86,28,175,Normal
5801,ftp,ssh,OTH,4522,2085,48,25,245,Normal
5439,smtp,irc,SH,4633,320,40,43,192,Normal
2145,smtp,telnet,S0,444,102,86,62,90,BruteForce
8943,ftp,dns,RSTR,1718,314,35,15,13,Normal
6347,tcp,snmp,SF,508,3401,19,63,48,Normal
7361,dns,smtp,REJ,677,1903,5,44,221,Normal
3791,dns,irc,RSTO,1086,772,40,61,19,Normal
4613,udp,smtp,S0,4683,3980,14,17,232,Normal
628,ftp,http,SH,3743,1162,55,91,105,Botnet
1898,https,snmp,SF,2775,3369,51,68,232,Botnet
5041,dns,snmp,SF,4241,401,11,29,192,Infiltration
2501,ftp,ssh,RSTO,3421,3794,53,8,76,Normal
4658,ftp,ftp,RSTR,1726,4408,70,96,111,Normal
608,http,ssh,OTH,852,602,37,24,48,WebAttack
294,https,ssh,SF,2442,2662,84,96,49,Normal
8203,ftp,ssh,REJ,315,39,93,80,211,BruteForce
5035,icmp,http,S0,6134,2004,22,21,186,Infiltration
6786,http,dns,RSTR,3579,2663,56,79,82,Normal
5370,icmp,snmp,RSTR,1573,1090,47,36,140,Infiltration
2048,ftp,http,OTH,4833,3315,47,83,242,Normal
5555,smtp,http,SH,1201,1017,99,58,221,Normal
2630,udp,snmp,SH,3537,4357,7,93,63,Normal
7763,http,ftp,REJ,2715,4710,32,15,200,Infiltration
250,tcp,irc,RSTR,939,133,32,48,178,WebAttack
8414,dns,ssh,REJ,1335,1696,35,34,133,Normal
3541,dns,snmp,REJ,3139,591,76,53,219,Normal
7257,smtp,ftp,SF,1338,3955,6,50,113,Normal
7177,udp,irc,REJ,4310,3760,80,50,104,Normal
3647,smtp,snmp,OTH,2029,1128,59,15,177,Normal
761,tcp,ssh,RSTR,3228,1680,72,76,165,Botnet
8361,https,ftp,RSTO,1857,1809,26,22,237,Normal
5890,icmp,telnet,RSTR,256,159,81,93,238,BruteForce
615,icmp,ssh,SH,1805,83,89,78,95,Normal
528,tcp,dns,SH,1830,3106,62,98,40,Normal
2004,tcp,snmp,RSTR,239,5969,48,23,91,Infiltration
4235,icmp,ftp,S0,156,95,86,78,114,BruteForce
4236,udp,http,RSTO,2119,2503,84,73,56,Normal
4214,http,http,SH,3597,3411,99,50,208,Normal
6570,icmp,ftp,RSTR,4531,4620,18,83,69,Normal
1278,icmp,ftp,RSTR,3449,1802,82,25,145,Normal
4174,tcp,ssh,OTH,1311,5122,39,17,144,Infiltration
100,dns,smtp,SH,193,414,14,62,212,Normal
10,http,ssh,S0,11994,64,73,73,103,DoS
7272,https,smtp,REJ,4095,1083,75,85,165,Normal
1101,icmp,smtp,SH,3507,2403,91,19,57,Normal
938,udp,telnet,RSTR,1833,6,39,41,2,WebAttack
6908,dns,telnet,REJ,2218,4431,9,65,212,Normal
2858,dns,http,RSTR,2915,3566,49,28,16,Normal
1311,udp,http,SH,1205,3251,62,5,12,Normal
73,http,dns,RSTO,10565,85,73,76,62,DoS
6650,icmp,ftp,REJ,3609,2174,44,32,119,Infiltration
3059,dns,telnet,SF,311,4084,81,68,81,Normal
3634,smtp,snmp,S0,4579,2758,20,94,11,Normal
1453,icmp,snmp,REJ,305,163,80,57,170,BruteForce
74,icmp,smtp,SH,9254,32,85,89,158,DoS
4696,https,irc,OTH,4638,4404,56,33,15,Normal
6079,smtp,dns,OTH,1021,3669,36,36,244,Normal
9406,smtp,ftp,S0,4522,2875,42,27,64,Normal
3631,dns,ssh,S0,1429,4792,5,56,39,Normal
5600,tcp,telnet,RSTO,4501,3417,39,34,49,Normal
7290,https,irc,OTH,4427,3127,10,48,198,Infiltration
8782,http,dns,SH,820,516,77,30,247,Normal
3372,http,ssh,OTH,3549,1465,66,82,63,Normal
3951,dns,ssh,RSTO,1499,3042,23,52,251,Normal
7009,dns,ssh,SH,648,3414,31,16,207,Normal
688,tcp,dns,S0,1785,983,23,25,86,WebAttack
768,http,telnet,S0,4371,4408,20,86,1,Normal
9729,http,telnet,SF,2352,1550,96,58,186,Normal
758,smtp,dns,SH,4897,139,58,98,72,Normal
6300,icmp,dns,SF,1762,2462,30,33,242,Normal
516,dns,telnet,S0,1023,3221,90,16,195,Normal
7538,dns,smtp,OTH,2311,2767,8,47,82,Infiltration
883,udp,telnet,SH,1926,255,45,41,182,WebAttack
141,udp,ssh,OTH,1129,204,33,34,115,WebAttack
8500,dns,smtp,OTH,3444,2593,71,80,61,Normal
7723,smtp,irc,REJ,2251,5234,22,15,190,Infiltration
91,dns,dns,REJ,14403,60,83,92,219,DoS
5360,udp,smtp,RSTO,1066,4722,98,12,89,Normal
2476,tcp,telnet,RSTR,3092,2399,72,98,60,Normal
2025,udp,http,SH,1861,763,31,32,79,Infiltration
347,ftp,dns,SH,817,235,20,92,23,Normal
657,smtp,snmp,REJ,1082,541,47,23,30,WebAttack
820,smtp,irc,REJ,1652,4762,1,19,86,Normal
9136,ftp,dns,OTH,1,13,77,82,145,BruteForce
3085,smtp,ftp,OTH,427,127,90,66,188,BruteForce
8174,smtp,ssh,SF,4226,4779,63,5,2,Normal
1844,dns,http,OTH,4952,3132,1,87,233,Normal
1868,https,ssh,OTH,247,150,88,75,109,BruteForce
6168,https,dns,RSTR,1461,631,82,61,82,Normal
1112,tcp,smtp,OTH,101,48,91,71,91,BruteForce
5822,tcp,dns,S0,913,4857,18,11,60,Normal
1951,ftp,ssh,S0,3089,3719,91,49,173,Normal
6808,icmp,ftp,SF,1593,2762,49,77,169,Normal
5462,ftp,http,REJ,2073,2041,36,77,77,Normal
1826,icmp,telnet,RSTO,3067,4672,80,36,179,Normal
8002,ftp,dns,REJ,2975,4509,71,31,151,Normal
2508,http,http,RSTO,4256,4811,88,58,161,Normal
1628,tcp,dns,OTH,1590,3800,51,56,177,Botnet
5973,smtp,dns,S0,3075,4426,31,12,119,Normal
2199,dns,ftp,S0,23,183,90,51,77,BruteForce
1783,http,dns,OTH,2413,2350,60,80,79,Botnet
208,smtp,ftp,RSTO,1143,174,43,44,119,WebAttack
2104,dns,irc,SH,5645,5118,33,21,125,Infiltration
9917,dns,dns,SF,3128,4261,23,94,71,Normal
4738,dns,telnet,OTH,2971,5235,42,33,163,Infiltration
1593,ftp,smtp,RSTR,1523,3546,69,18,224,Normal
3659,https,ssh,S0,601,3755,12,6,17,Normal
4383,ftp,smtp,RSTR,3394,429,21,99,13,Normal
276,http,ssh,S0,878,934,33,20,43,WebAttack
6017,tcp,snmp,RSTR,4515,1878,43,76,166,Normal
7004,ftp,irc,SH,4199,1149,4,67,177,Normal
7,udp,ssh,SF,6843,73,89,86,102,DoS
3856,smtp,dns,REJ,4583,4225,88,77,165,Normal
8584,https,smtp,REJ,267,1591,63,60,222,Normal
8357,dns,smtp,REJ,494,569,45,76,253,Normal
3454,https,ftp,S0,1418,2494,94,38,149,Normal
2524,udp,ssh,SF,1669,2382,18,89,172,Normal
2767,smtp,telnet,OTH,2223,763,35,36,162,Normal
192,tcp,snmp,SF,1898,148,36,26,90,WebAttack
983,http,http,OTH,2136,1535,59,47,225,Botnet
9916,icmp,irc,RSTR,2016,2761,76,2,19,Normal
9915,icmp,snmp,RSTO,3468,4682,26,10,175,Normal
3781,udp,ssh,REJ,1997,2092,5,82,31,Normal
4550,https,smtp,REJ,1900,3933,74,11,123,Normal
6512,tcp,snmp,REJ,1527,1205,38,6,81,Normal
221,http,ssh,S0,1576,628,42,37,63,WebAttack
2676,tcp,snmp,SH,47,143,98,65,44,BruteForce
1492,http,smtp,RSTR,2990,1758,93,64,1,Botnet
1501,http,dns,SH,407,854,92,85,237,Normal
7961,https,irc,OTH,321,1886,13,28,11,Infiltration
5600,udp,ssh,S0,3232,5628,30,7,70,Infiltration
2243,ftp,irc,RSTO,1157,2208,40,28,254,Normal
2301,ftp,ssh,OTH,1927,1677,99,22,222,Normal
8858,http,irc,RSTR,52,2318,17,47,169,Normal
332,udp,snmp,RSTR,905,804,40,40,174,WebAttack
5957,icmp,ssh,SH,208,4943,74,30,155,Normal
8072,tcp,ssh,RSTO,1415,1717,11,4,220,Normal
6747,icmp,smtp,OTH,4026,213,25,8,95,Normal
1254,icmp,http,RSTR,3985,1383,80,63,25,Botnet
5923,http,telnet,RSTR,208,169,81,59,186,BruteForce
1454,tcp,telnet,SH,2090,3389,68,97,169,Botnet
8182,tcp,telnet,SF,3722,3197,20,34,169,Normal
133,udp,snmp,REJ,2684,93,98,6,212,Normal
3687,http,smtp,OTH,225,53,53,74,109,BruteForce
6261,smtp,http,SH,243,4895,56,64,19,Normal
5840,tcp,dns,S0,254,104,53,90,104,BruteForce
3577,icmp,http,REJ,151,57,83,83,203,BruteForce
2442,smtp,http,OTH,2264,2589,87,53,39,Normal
3340,ftp,telnet,OTH,5532,2783,8,43,244,Infiltration
9851,https,ftp,OTH,293,113,93,63,80,BruteForce
3274,udp,irc,OTH,1059,4071,96,50,51,Normal
4480,ftp,ftp,REJ,3268,3377,23,92,101,Normal
828,smtp,ssh,RSTR,658,544,25,32,44,WebAttack
3468,http,ssh,RSTR,4687,2957,14,71,73,Normal
8425,udp,ftp,OTH,4180,501,16,72,96,Normal
370,icmp,dns,S0,629,554,31,39,132,WebAttack
1656,dns,telnet,RSTR,1059,1872,65,41,200,Normal
3273,udp,dns,S0,364,62,91,93,14,BruteForce
7393,ftp,smtp,RSTO,1149,4214,28,81,16,Normal
80,tcp,http,SH,13379,44,98,77,185,DoS
5025,tcp,dns,SF,1737,1153,42,38,32,Infiltration
2650,https,snmp,S0,1525,504,99,48,218,Normal
65,http,irc,OTH,7946,9,76,79,69,DoS
9072,ftp,smtp,RSTR,839,4530,68,4,82,Normal
1761,udp,telnet,REJ,3813,1884,99,71,224,Botnet
9713,http,snmp,RSTR,1093,841,92,27,240,Normal
2076,ftp,ftp,RSTO,61,164,75,79,94,BruteForce
941,http,snmp,SF,1422,934,27,33,146,WebAttack
9960,udp,ftp,REJ,2577,3441,82,25,225,Normal
5281,http,dns,RSTO,2515,1874,84,65,240,Normal
1841,tcp,irc,REJ,333,129,67,65,228,BruteForce
7689,smtp,irc,SF,2823,2518,17,62,19,Normal
575,ftp,irc,REJ,716,723,37,24,229,WebAttack
2689,ftp,ftp,REJ,469,119,80,92,96,BruteForce
3305,udp,telnet,S0,4423,1049,15,72,64,Normal
1132,icmp,ftp,S0,3243,495,32,92,6,Normal
3041,ftp,ftp,RSTR,2711,2197,89,22,96,Normal
688,udp,telnet,REJ,4343,3846,78,56,114,Normal
4651,http,ssh,S0,1671,3468,59,50,82,Normal
1800,smtp,ftp,OTH,2264,2539,79,64,61,Botnet
2155,smtp,http,RSTR,4039,822,92,32,8,Normal
1281,ftp,telnet,OTH,3791,1350,96,88,87,Botnet
1366,icmp,smtp,RSTO,2818,470,92,95,209,Normal
2988,dns,irc,OTH,6571,1086,34,0,156,Infiltration
125,icmp,telnet,OTH,1685,4996,19,17,203,Normal
3173,smtp,ssh,SF,3032,3405,87,63,169,Normal
8983,ftp,ssh,RSTO,2027,948,52,78,103,Normal
92,smtp,dns,RSTO,12732,46,93,74,72,DoS
7624,smtp,ftp,RSTO,1624,2467,63,96,118,Normal
3777,smtp,dns,OTH,1595,4297,72,45,64,Normal
6402,http,ftp,RSTR,2544,4950,47,0,164,Normal
3919,ftp,ssh,REJ,4606,4915,52,11,68,Normal
7575,smtp,ssh,SH,1530,4797,51,17,156,Normal
8794,ftp,irc,RSTO,1248,4624,42,6,223,Normal
1410,tcp,dns,SF,208,52,63,63,174,BruteForce
6712,tcp,smtp,SH,4892,3307,19,86,130,Normal
1436,dns,irc,SH,2395,3763,98,98,33,Botnet
2580,udp,snmp,RSTO,2315,2636,66,98,190,Normal
6968,udp,irc,RSTR,2952,3798,60,83,12,Normal
969,dns,snmp,SF,1845,3318,58,43,2,Normal
660,icmp,ssh,SH,526,470,35,39,219,WebAttack
3906,http,telnet,REJ,1505,644,44,76,218,Normal
704,http,irc,OTH,138,4380,39,59,243,Normal
7481,tcp,snmp,SH,4389,2961,70,0,171,Normal
1478,http,telnet,REJ,2949,2803,97,34,35,Normal
8366,ftp,irc,RSTO,4592,1278,29,24,207,Normal
537,icmp,http,SH,1576,43,46,32,46,WebAttack
7347,udp,telnet,S0,567,2948,76,39,183,Normal
8858,udp,ftp,SF,4531,423,95,74,252,Normal
3200,tcp,telnet,SH,400,1831,7,10,167,Infiltration
3311,smtp,ssh,S0,657,4042,77,36,28,Normal
5406,icmp,http,S0,274,173,59,80,243,BruteForce
3173,udp,smtp,OTH,3032,2621,79,79,128,Normal
6221,icmp,smtp,RSTO,1140,14,82,53,70,Normal
5705,smtp,http,REJ,737,4723,40,11,87,Infiltration
6645,udp,snmp,S0,3004,3455,21,83,61,Normal
9455,tcp,dns,OTH,4642,2031,32,71,105,Normal
4486,http,dns,OTH,4432,1041,54,86,212,Normal
7207,dns,ssh,OTH,134,166,74,61,98,BruteForce
6637,icmp,smtp,SH,1232,1950,19,75,79,Normal
7646,https,snmp,RSTO,1776,1234,89,52,241,Normal
48,https,ssh,SF,11776,76,87,92,61,DoS
803,ftp,irc,REJ,1297,2436,93,46,239,Botnet
2883,ftp,smtp,SF,139,2325,2,45,59,Infiltration
1549,udp,smtp,REJ,3529,1277,81,91,61,Botnet
5927,tcp,ssh,OTH,3652,843,37,22,40,Normal
6435,ftp,http,RSTR,1402,483,73,57,98,Normal
316,smtp,ssh,REJ,1954,2602,68,58,237,Normal
2608,smtp,irc,RSTR,1451,3658,72,86,47,Normal
4142,tcp,irc,S0,3962,502,49,3,71,Infiltration
8851,ftp,irc,SH,142,3316,57,44,116,Normal
8276,udp,snmp,SH,2314,226,26,88,198,Normal
516,udp,snmp,RSTR,1806,801,38,45,25,WebAttack
6869,dns,dns,SH,603,2805,11,3,114,Infiltration
9634,icmp,dns,OTH,2813,3193,70,15,6,Normal
3659,ftp,ssh,RSTR,3843,4810,10,83,209,Normal
1059,https,telnet,OTH,3894,1379,39,88,238,Normal
26,http,telnet,SH,5684,99,86,97,64,DoS
3552,udp,ftp,SH,1386,2933,45,14,75,Normal
66,tcp,ftp,SH,12246,18,95,97,161,DoS
12,https,dns,RSTR,8186,38,80,77,110,DoS
717,smtp,smtp,SH,3003,2764,53,66,79,Normal
9826,https,dns,RSTO,411,178,82,50,235,BruteForce
58,https,dns,REJ,9330,88,94,95,2,DoS
6522,smtp,snmp,OTH,191,1859,37,40,190,Infiltration
53,http,dns,OTH,10122,16,88,89,230,DoS
658,tcp,ssh,SH,3945,3159,79,68,150,Normal
698,https,http,RSTO,819,60,28,33,239,WebAttack
1145,tcp,ssh,REJ,2404,1411,86,65,72,Botnet
6267,tcp,http,OTH,1707,1741,31,89,188,Normal
9370,dns,ssh,OTH,1512,1090,42,20,11,Normal
7415,tcp,telnet,REJ,1341,1486,58,68,158,Normal
2861,https,irc,RSTR,6856,1714,0,7,21,Infiltration
1990,tcp,telnet,S0,1996,3538,48,73,250,Botnet
657,smtp,irc,SF,1299,3153,77,74,75,Botnet
6518,icmp,telnet,S0,4883,4827,68,7,18,Normal
367,tcp,smtp,SH,1167,539,40,37,206,WebAttack
4233,https,telnet,SH,236,68,86,56,179,BruteForce
5135,smtp,smtp,RSTO,3128,121,53,80,91,Normal
8296,tcp,ftp,RSTR,2080,4326,99,76,109,Normal
8395,dns,telnet,SF,3552,926,24,23,105,Normal
185,ftp,irc,SH,1579,629,39,33,154,WebAttack
2207,http,irc,OTH,2628,2034,23,77,172,Normal
1577,tcp,telnet,RSTR,1271,1371,27,20,234,Normal
6094,udp,dns,RSTR,2435,3038,69,37,26,Normal
3466,smtp,smtp,RSTR,3780,893,35,96,19,Normal
105,http,irc,S0,1671,357,42,28,197,WebAttack
8503,smtp,http,RSTO,1083,1240,56,55,51,Normal
1050,http,telnet,SF,1556,1900,70,60,44,Botnet
4420,smtp,ssh,RSTO,3608,4157,64,80,114,Normal
648,dns,snmp,SH,3515,1323,56,68,182,Botnet
5605,icmp,smtp,RSTR,0,2829,43,51,253,Normal
7262,https,ssh,REJ,3662,661,1,47,147,Normal
5006,smtp,snmp,RSTO,3556,3386,67,36,98,Normal
3029,udp,dns,OTH,4699,2259,4,33,203,Infiltration
4870,tcp,ftp,REJ,1599,3770,25,12,177,Normal
114,smtp,ssh,RSTO,1163,717,34,37,168,WebAttack
8965,dns,telnet,SF,2650,3539,88,83,92,Normal
1190,icmp,irc,SH,2288,4627,92,19,53,Normal
9313,dns,snmp,S0,9,173,75,63,102,BruteForce
3149,dns,ftp,RSTO,2468,1872,13,81,251,Normal
325,dns,ssh,REJ,1193,2,36,20,154,WebAttack
48,tcp,http,S0,14251,34,73,86,205,DoS
1627,icmp,smtp,REJ,468,199,80,88,254,BruteForce
3579,http,ssh,REJ,1895,256,15,11,242,Infiltration
1836,dns,irc,SF,101,517,70,86,134,Normal
1579,http,ftp,SH,103,2236,28,44,24,Normal
8627,https,dns,SH,1443,467,34,91,79,Normal
6574,https,smtp,OTH,148,197,87,71,66,BruteForce
993,smtp,ssh,REJ,1264,192,34,29,69,WebAttack
353,https,ssh,RSTO,772,3916,76,85,97,Normal
9394,icmp,ftp,SH,334,4495,52,82,2,Normal
6532,icmp,telnet,SF,4656,129,9,11,239,Normal
1636,http,snmp,RSTO,3537,1517,69,72,198,Botnet
5859,ftp,ftp,SF,1855,3907,40,77,194,Normal
7400,tcp,telnet,SF,4538,2987,66,96,39,Normal
47,ftp,snmp,RSTO,5376,22,74,88,80,DoS
6495,ftp,irc,SF,1105,605,22,95,172,Normal
4389,smtp,ftp,SF,4334,4237,36,58,147,Normal
2544,smtp,ftp,S0,2251,4906,10,48,211,Infiltration
1331,ftp,telnet,RSTO,2756,123,67,55,80,Normal
1210,ftp,http,RSTR,325,1405,41,51,246,Normal
8265,ftp,snmp,RSTO,1295,749,53,93,229,Normal
5378,smtp,ftp,SF,3800,2511,55,59,242,Normal
3973,udp,http,RSTO,950,1982,17,16,241,Normal
670,tcp,smtp,S0,2186,1722,95,72,126,Botnet
6684,tcp,ssh,SF,246,94,60,79,90,BruteForce
6809,https,snmp,RSTR,500,2678,44,23,211,Infiltration
26,icmp,telnet,RSTO,11056,97,73,86,98,DoS
3245,ftp,telnet,RSTR,2568,4795,18,92,153,Normal
3400,http,http,REJ,3417,953,4,61,38,Normal
104,smtp,telnet,SF,784,330,31,46,182,WebAttack
8619,ftp,ssh,OTH,1211,1842,37,9,217,Normal
7,smtp,ssh,RSTO,13442,76,99,85,226,DoS
53,http,irc,OTH,11863,11,80,88,165,DoS
93,icmp,ssh,OTH,9676,62,74,89,130,DoS
3167,http,http,RSTO,4510,3712,73,14,135,Normal
645,dns,ftp,RSTO,1712,1804,63,51,63,Botnet
7606,dns,irc,REJ,2459,9,28,4,232,Normal
863,udp,dns,RSTO,912,3497,41,35,246,Normal
3696,ftp,snmp,SF,1732,2035,46,82,122,Normal
4378,tcp,dns,OTH,1997,1628,1,17,32,Normal
5658,icmp,smtp,RSTR,2233,2660,4,8,103,Infiltration
942,smtp,snmp,S0,678,242,38,28,5,WebAttack
939,icmp,smtp,S0,2381,2951,81,42,23,Botnet
1165,dns,ssh,RSTR,3086,2331,18,70,219,Normal
7699,udp,smtp,RSTO,3485,3496,7,39,171,Normal
6722,udp,dns,OTH,4836,1207,32,33,208,Normal
418,http,dns,RSTO,967,534,33,33,92,WebAttack
3179,udp,irc,S0,683,850,58,70,143,Normal
6812,https,smtp,SF,976,3329,15,2,130,Normal
38,ftp,ssh,SH,13200,95,91,98,56,DoS
7847,http,http,SH,1363,4527,76,72,89,Normal
2421,https,snmp,RSTR,165,168,89,69,145,BruteForce
1142,smtp,http,SF,387,158,74,56,12,BruteForce
2,dns,ftp,OTH,14192,83,97,98,10,DoS
8082,tcp,http,RSTO,2414,2163,5,73,105,Normal
1717,https,snmp,OTH,1060,3815,82,77,151,Normal
1884,https,smtp,OTH,3799,2182,68,96,85,Botnet
9870,smtp,telnet,RSTR,2396,1231,26,22,236,Normal
8487,ftp,snmp,RSTR,28,186,78,99,191,BruteForce
6848,smtp,ssh,RSTO,2719,3588,6,58,57,Normal
8719,dns,dns,OTH,6,62,86,78,96,BruteForce
711,ftp,irc,SH,1111,312,36,48,66,WebAttack
2299,smtp,irc,OTH,2950,689,20,47,153,Normal
1555,dns,smtp,SH,4911,4806,68,33,23,Normal
9418,smtp,telnet,RSTO,3327,239,92,23,44,Normal
6483,smtp,irc,SF,180,54,76,75,54,BruteForce
1639,https,ftp,REJ,4895,1175,78,46,9,Normal
2368,tcp,telnet,S0,1892,1814,56,20,37,Normal
7,ftp,dns,SH,2221,3832,32,67,136,Normal
78,smtp,ssh,OTH,5872,41,73,83,98,DoS
881,https,ssh,S0,1254,2574,68,75,164,Botnet
3394,https,telnet,RSTR,1809,3312,65,8,17,Normal
9340,ftp,irc,RSTO,133,3024,39,84,40,Normal
1790,https,dns,REJ,158,191,19,62,133,Normal
25,icmp,ftp,REJ,13613,84,90,83,230,DoS
1716,smtp,ftp,REJ,2169,604,17,91,107,Normal
6941,tcp,smtp,OTH,3171,4547,1,50,150,Normal
4970,tcp,snmp,RSTO,3629,2136,35,31,61,Normal
7681,icmp,telnet,REJ,2890,3714,22,8,94,Normal
866,https,snmp,SF,974,959,45,21,141,WebAttack
3679,smtp,ssh,REJ,3150,2219,40,75,179,Normal
3710,smtp,snmp,REJ,290,3558,36,26,74,Infiltration
4770,icmp,http,RSTR,3890,680,56,93,23,Normal
9319,http,http,SH,1742,1945,53,90,182,Normal
2633,http,telnet,S0,57,576,52,59,57,Normal
91,http,irc,S0,10213,56,87,76,1,DoS
2025,smtp,ftp,RSTO,2215,2425,75,42,7,Normal
